query,context,label,product_type,ingredient_name
백신류의 주요 성분,대장균유래모노포스포릴지질A은(는) 백신류 제제에서 사용되는 의약 성분이다.,1.0,백신류,대장균유래모노포스포릴지질A
백신류의 주요 성분,"폐렴구균폴리사카라이드(혈청형 1, 3, 4, 5, 6A, 6B, 7F, 8, 9V, 10A, 11A, 12F, 14, 15B, 18C, 19A, 19F, 22F, 23F, 33F) – 디프테리아 CRM197 단백질 접합체(균주: S. pneumoniae strains (혈청형 1, 3, 4, 5, 6A, 6B, 7F, 8, 9V, 10A, 11A, 12F, 14, 15B, 18C, 19A, 19F, 22F, 23F, 33F), C. diphtheriae C7(β197) strain), (벡터: pPX3520)은(는) 백신류 제제에서 사용되는 의약 성분이다.",1.0,백신류,"폐렴구균폴리사카라이드(혈청형 1, 3, 4, 5, 6A, 6B, 7F, 8, 9V, 10A, 11A, 12F, 14, 15B, 18C, 19A, 19F, 22F, 23F, 33F) – 디프테리아 CRM197 단백질 접합체(균주: S. pneumoniae strains (혈청형 1, 3, 4, 5, 6A, 6B, 7F, 8, 9V, 10A, 11A, 12F, 14, 15B, 18C, 19A, 19F, 22F, 23F, 33F), C. diphtheriae C7(β197) strain), (벡터: pPX3520)"
설화제의 주요 성분,적색3호은(는) 설화제 제제에서 사용되는 의약 성분이다.,1.0,설화제,적색3호
설화제의 주요 성분,황색203호은(는) 설화제 제제에서 사용되는 의약 성분이다.,1.0,설화제,황색203호
설화제의 주요 성분,수산화나트륨은(는) 설화제 제제에서 사용되는 의약 성분이다.,1.0,설화제,수산화나트륨
설화제의 주요 성분,전분글리콜산나트륨은(는) 설화제 제제에서 사용되는 의약 성분이다.,1.0,설화제,전분글리콜산나트륨
설화제의 주요 성분,히프로멜로오스프탈레이트200731은(는) 설화제 제제에서 사용되는 의약 성분이다.,1.0,설화제,히프로멜로오스프탈레이트200731
용해제의 주요 성분,염화나트륨은(는) 용해제 제제에서 사용되는 의약 성분이다.,1.0,용해제,염화나트륨
용해제의 주요 성분,주사용수은(는) 용해제 제제에서 사용되는 의약 성분이다.,1.0,용해제,주사용수
이뇨제의 주요 성분,인다파미드은(는) 이뇨제 제제에서 사용되는 의약 성분이다.,1.0,이뇨제,인다파미드
이뇨제의 주요 성분,포비돈은(는) 이뇨제 제제에서 사용되는 의약 성분이다.,1.0,이뇨제,포비돈
이뇨제의 주요 성분,스피로노락톤은(는) 이뇨제 제제에서 사용되는 의약 성분이다.,1.0,이뇨제,스피로노락톤
이뇨제의 주요 성분,사카린나트륨수화물은(는) 이뇨제 제제에서 사용되는 의약 성분이다.,1.0,이뇨제,사카린나트륨수화물
이뇨제의 주요 성분,탤크은(는) 이뇨제 제제에서 사용되는 의약 성분이다.,1.0,이뇨제,탤크
이담제의 주요 성분,농글리세린은(는) 이담제 제제에서 사용되는 의약 성분이다.,1.0,이담제,농글리세린
이담제의 주요 성분,코포비돈은(는) 이담제 제제에서 사용되는 의약 성분이다.,1.0,이담제,코포비돈
이담제의 주요 성분,오렌지엣센스피-4910은(는) 이담제 제제에서 사용되는 의약 성분이다.,1.0,이담제,오렌지엣센스피-4910
이담제의 주요 성분,황색 203호은(는) 이담제 제제에서 사용되는 의약 성분이다.,1.0,이담제,황색 203호
이담제의 주요 성분,인산수소칼슘수화물은(는) 이담제 제제에서 사용되는 의약 성분이다.,1.0,이담제,인산수소칼슘수화물
장 운동을 조절하는 성분,백당은(는) 정장제 제제에서 사용되는 의약 성분이다.,1.0,정장제,백당
유산균 관련 제제,백당은(는) 정장제 제제에서 사용되는 의약 성분이다.,1.0,정장제,백당
소화 기능 개선 약물,백당은(는) 정장제 제제에서 사용되는 의약 성분이다.,1.0,정장제,백당
장 운동을 조절하는 성분,인삼은(는) 정장제 제제에서 사용되는 의약 성분이다.,1.0,정장제,인삼
유산균 관련 제제,인삼은(는) 정장제 제제에서 사용되는 의약 성분이다.,1.0,정장제,인삼
소화 기능 개선 약물,인삼은(는) 정장제 제제에서 사용되는 의약 성분이다.,1.0,정장제,인삼
장 운동을 조절하는 성분,스테아린산마그네슘은(는) 정장제 제제에서 사용되는 의약 성분이다.,1.0,정장제,스테아린산마그네슘
유산균 관련 제제,스테아린산마그네슘은(는) 정장제 제제에서 사용되는 의약 성분이다.,1.0,정장제,스테아린산마그네슘
소화 기능 개선 약물,스테아린산마그네슘은(는) 정장제 제제에서 사용되는 의약 성분이다.,1.0,정장제,스테아린산마그네슘
장 운동을 조절하는 성분,창출은(는) 정장제 제제에서 사용되는 의약 성분이다.,1.0,정장제,창출
소화 기능 개선 약물,창출은(는) 정장제 제제에서 사용되는 의약 성분이다.,1.0,정장제,창출
유산균 관련 제제,창출은(는) 정장제 제제에서 사용되는 의약 성분이다.,1.0,정장제,창출
유산균 관련 제제,탄산마그네슘은(는) 정장제 제제에서 사용되는 의약 성분이다.,1.0,정장제,탄산마그네슘
장 운동을 조절하는 성분,탄산마그네슘은(는) 정장제 제제에서 사용되는 의약 성분이다.,1.0,정장제,탄산마그네슘
소화 기능 개선 약물,탄산마그네슘은(는) 정장제 제제에서 사용되는 의약 성분이다.,1.0,정장제,탄산마그네슘
소화 기능 개선 약물,구아야콜은(는) 정장제 제제에서 사용되는 의약 성분이다.,1.0,정장제,구아야콜
장 운동을 조절하는 성분,구아야콜은(는) 정장제 제제에서 사용되는 의약 성분이다.,1.0,정장제,구아야콜
유산균 관련 제제,구아야콜은(는) 정장제 제제에서 사용되는 의약 성분이다.,1.0,정장제,구아야콜
장 운동을 조절하는 성분,히프로멜로오스2910은(는) 정장제 제제에서 사용되는 의약 성분이다.,1.0,정장제,히프로멜로오스2910
소화 기능 개선 약물,히프로멜로오스2910은(는) 정장제 제제에서 사용되는 의약 성분이다.,1.0,정장제,히프로멜로오스2910
유산균 관련 제제,히프로멜로오스2910은(는) 정장제 제제에서 사용되는 의약 성분이다.,1.0,정장제,히프로멜로오스2910
소화 기능 개선 약물,D-소르비톨액은(는) 정장제 제제에서 사용되는 의약 성분이다.,1.0,정장제,D-소르비톨액
유산균 관련 제제,D-소르비톨액은(는) 정장제 제제에서 사용되는 의약 성분이다.,1.0,정장제,D-소르비톨액
장 운동을 조절하는 성분,D-소르비톨액은(는) 정장제 제제에서 사용되는 의약 성분이다.,1.0,정장제,D-소르비톨액
소화 기능 개선 약물,썬올리고(P2)은(는) 정장제 제제에서 사용되는 의약 성분이다.,1.0,정장제,썬올리고(P2)
유산균 관련 제제,썬올리고(P2)은(는) 정장제 제제에서 사용되는 의약 성분이다.,1.0,정장제,썬올리고(P2)
장 운동을 조절하는 성분,썬올리고(P2)은(는) 정장제 제제에서 사용되는 의약 성분이다.,1.0,정장제,썬올리고(P2)
장 운동을 조절하는 성분,시트르산은(는) 정장제 제제에서 사용되는 의약 성분이다.,1.0,정장제,시트르산
소화 기능 개선 약물,시트르산은(는) 정장제 제제에서 사용되는 의약 성분이다.,1.0,정장제,시트르산
유산균 관련 제제,시트르산은(는) 정장제 제제에서 사용되는 의약 성분이다.,1.0,정장제,시트르산
제산제의 주요 성분,황색5호은(는) 제산제 제제에서 사용되는 의약 성분이다.,1.0,제산제,황색5호
제산제의 주요 성분,알긴산은(는) 제산제 제제에서 사용되는 의약 성분이다.,1.0,제산제,알긴산
제산제의 주요 성분,식약청인정타르색소은(는) 제산제 제제에서 사용되는 의약 성분이다.,1.0,제산제,식약청인정타르색소
제산제의 주요 성분,크로스포비돈은(는) 제산제 제제에서 사용되는 의약 성분이다.,1.0,제산제,크로스포비돈
제산제의 주요 성분,말트향은(는) 제산제 제제에서 사용되는 의약 성분이다.,1.0,제산제,말트향
제산제의 주요 성분,식약청인정타르색소(황색4호)은(는) 제산제 제제에서 사용되는 의약 성분이다.,1.0,제산제,식약청인정타르색소(황색4호)
제산제의 주요 성분,히드록시프로필메칠셀룰로오스2910은(는) 제산제 제제에서 사용되는 의약 성분이다.,1.0,제산제,히드록시프로필메칠셀룰로오스2910
제산제의 주요 성분,폴리에틸렌글리콜6000은(는) 제산제 제제에서 사용되는 의약 성분이다.,1.0,제산제,폴리에틸렌글리콜6000
제산제의 주요 성분,DL-카르니틴염산염은(는) 제산제 제제에서 사용되는 의약 성분이다.,1.0,제산제,DL-카르니틴염산염
지혈제의 주요 성분,옥수수전분은(는) 지혈제 제제에서 사용되는 의약 성분이다.,1.0,지혈제,옥수수전분
지혈제의 주요 성분,폴리소르베이트80은(는) 지혈제 제제에서 사용되는 의약 성분이다.,1.0,지혈제,폴리소르베이트80
지혈제의 주요 성분,이다루시주맙은(는) 지혈제 제제에서 사용되는 의약 성분이다.,1.0,지혈제,이다루시주맙
지혈제의 주요 성분,조직수복용생체재료은(는) 지혈제 제제에서 사용되는 의약 성분이다.,1.0,지혈제,조직수복용생체재료
지혈제의 주요 성분,"1,4-부탄디올디글리시딜에테르로 가교된 히알루론산나트륨은(는) 지혈제 제제에서 사용되는 의약 성분이다.",1.0,지혈제,"1,4-부탄디올디글리시딜에테르로 가교된 히알루론산나트륨"
진경제의 주요 성분,염산티자니딘은(는) 진경제 제제에서 사용되는 의약 성분이다.,1.0,진경제,염산티자니딘
진경제의 주요 성분,폴리아크릴산분산액30%은(는) 진경제 제제에서 사용되는 의약 성분이다.,1.0,진경제,폴리아크릴산분산액30%
진경제의 주요 성분,콜로이달실리카은(는) 진경제 제제에서 사용되는 의약 성분이다.,1.0,진경제,콜로이달실리카
진경제의 주요 성분,백당은(는) 진경제 제제에서 사용되는 의약 성분이다.,1.0,진경제,백당
진경제의 주요 성분,크로스카르멜로오스나트륨은(는) 진경제 제제에서 사용되는 의약 성분이다.,1.0,진경제,크로스카르멜로오스나트륨
진경제의 주요 성분,황색4호은(는) 진경제 제제에서 사용되는 의약 성분이다.,1.0,진경제,황색4호
진훈제의 주요 성분,에탄올은(는) 진훈제 제제에서 사용되는 의약 성분이다.,1.0,진훈제,에탄올
진훈제의 주요 성분,히드록시프로필셀룰로오스은(는) 진훈제 제제에서 사용되는 의약 성분이다.,1.0,진훈제,히드록시프로필셀룰로오스
진훈제의 주요 성분,적색40호은(는) 진훈제 제제에서 사용되는 의약 성분이다.,1.0,진훈제,적색40호
진훈제의 주요 성분,경질무수규산은(는) 진훈제 제제에서 사용되는 의약 성분이다.,1.0,진훈제,경질무수규산
진훈제의 주요 성분,콜로이드성이산화규소은(는) 진훈제 제제에서 사용되는 의약 성분이다.,1.0,진훈제,콜로이드성이산화규소
치나제의 주요 성분,황색203호은(는) 치나제 제제에서 사용되는 의약 성분이다.,1.0,치나제,황색203호
치나제의 주요 성분,적색40호은(는) 치나제 제제에서 사용되는 의약 성분이다.,1.0,치나제,적색40호
치나제의 주요 성분,레시틴은(는) 치나제 제제에서 사용되는 의약 성분이다.,1.0,치나제,레시틴
치나제의 주요 성분,에틸바닐린은(는) 치나제 제제에서 사용되는 의약 성분이다.,1.0,치나제,에틸바닐린
치나제의 주요 성분,청색1호은(는) 치나제 제제에서 사용되는 의약 성분이다.,1.0,치나제,청색1호
칼슘제의 주요 성분,카르나우바납은(는) 칼슘제 제제에서 사용되는 의약 성분이다.,1.0,칼슘제,카르나우바납
칼슘제의 주요 성분,식약청인정타르색소은(는) 칼슘제 제제에서 사용되는 의약 성분이다.,1.0,칼슘제,식약청인정타르색소
칼슘제의 주요 성분,오렌지향코튼은(는) 칼슘제 제제에서 사용되는 의약 성분이다.,1.0,칼슘제,오렌지향코튼
칼슘제의 주요 성분,시트르산칼슘은(는) 칼슘제 제제에서 사용되는 의약 성분이다.,1.0,칼슘제,시트르산칼슘
칼슘제의 주요 성분,오파드라이녹색 (200F610000)은(는) 칼슘제 제제에서 사용되는 의약 성분이다.,1.0,칼슘제,오파드라이녹색 (200F610000)
칼슘제의 주요 성분,황색 203호알루미늄레이크은(는) 칼슘제 제제에서 사용되는 의약 성분이다.,1.0,칼슘제,황색 203호알루미늄레이크
칼슘제의 주요 성분,청색1호 알루미늄레이크은(는) 칼슘제 제제에서 사용되는 의약 성분이다.,1.0,칼슘제,청색1호 알루미늄레이크
캅셀류의 주요 성분,라우릴황산나트륨은(는) 캅셀류 제제에서 사용되는 의약 성분이다.,1.0,캅셀류,라우릴황산나트륨
캅셀류의 주요 성분,카모이신은(는) 캅셀류 제제에서 사용되는 의약 성분이다.,1.0,캅셀류,카모이신
캅셀류의 주요 성분,치자청색소은(는) 캅셀류 제제에서 사용되는 의약 성분이다.,1.0,캅셀류,치자청색소
캅셀류의 주요 성분,적색40호은(는) 캅셀류 제제에서 사용되는 의약 성분이다.,1.0,캅셀류,적색40호
캅셀류의 주요 성분,소듐라우릴설페이트은(는) 캅셀류 제제에서 사용되는 의약 성분이다.,1.0,캅셀류,소듐라우릴설페이트
통경제의 주요 성분,복령은(는) 통경제 제제에서 사용되는 의약 성분이다.,1.0,통경제,복령
통경제의 주요 성분,홍화은(는) 통경제 제제에서 사용되는 의약 성분이다.,1.0,통경제,홍화
통경제의 주요 성분,초제향부자은(는) 통경제 제제에서 사용되는 의약 성분이다.,1.0,통경제,초제향부자
통경제의 주요 성분,감초연조엑스(2.3~2.8→1)은(는) 통경제 제제에서 사용되는 의약 성분이다.,1.0,통경제,감초연조엑스(2.3~2.8→1)
통경제의 주요 성분,작약연조엑스(2.8∼3.4→1)은(는) 통경제 제제에서 사용되는 의약 성분이다.,1.0,통경제,작약연조엑스(2.8∼3.4→1)
통경제의 주요 성분,목단피연조엑스(2.8~3.4→1)은(는) 통경제 제제에서 사용되는 의약 성분이다.,1.0,통경제,목단피연조엑스(2.8~3.4→1)
피임제의 주요 성분,과당은(는) 피임제 제제에서 사용되는 의약 성분이다.,1.0,피임제,과당
피임제의 주요 성분,유당일수화물은(는) 피임제 제제에서 사용되는 의약 성분이다.,1.0,피임제,유당일수화물
피임제의 주요 성분,콜로이드성무수실리카은(는) 피임제 제제에서 사용되는 의약 성분이다.,1.0,피임제,콜로이드성무수실리카
피임제의 주요 성분,왁스E은(는) 피임제 제제에서 사용되는 의약 성분이다.,1.0,피임제,왁스E
피임제의 주요 성분,스테아린산마그네슘은(는) 피임제 제제에서 사용되는 의약 성분이다.,1.0,피임제,스테아린산마그네슘
해독제의 주요 성분,분말셀룰로오스은(는) 해독제 제제에서 사용되는 의약 성분이다.,1.0,해독제,분말셀룰로오스
해독제의 주요 성분,글라이신은(는) 해독제 제제에서 사용되는 의약 성분이다.,1.0,해독제,글라이신
해독제의 주요 성분,폴록사머188은(는) 해독제 제제에서 사용되는 의약 성분이다.,1.0,해독제,폴록사머188
해독제의 주요 성분,히프로멜로오스은(는) 해독제 제제에서 사용되는 의약 성분이다.,1.0,해독제,히프로멜로오스
해독제의 주요 성분,탭쉴드흰색(29W925)은(는) 해독제 제제에서 사용되는 의약 성분이다.,1.0,해독제,탭쉴드흰색(29W925)
비타민제의 주요 성분,니코틴산아미드은(는) 비타민제 제제에서 사용되는 의약 성분이다.,1.0,비타민제,니코틴산아미드
비타민제의 주요 성분,티아민염산염은(는) 비타민제 제제에서 사용되는 의약 성분이다.,1.0,비타민제,티아민염산염
비타민제의 주요 성분,콘드로이틴설페이트나트륨은(는) 비타민제 제제에서 사용되는 의약 성분이다.,1.0,비타민제,콘드로이틴설페이트나트륨
비타민제의 주요 성분,탭쉴드흰색(93W145)은(는) 비타민제 제제에서 사용되는 의약 성분이다.,1.0,비타민제,탭쉴드흰색(93W145)
비타민제의 주요 성분,탭쉴드 갈색 91B749은(는) 비타민제 제제에서 사용되는 의약 성분이다.,1.0,비타민제,탭쉴드 갈색 91B749
안과용제의 주요 성분,인산은(는) 안과용제 제제에서 사용되는 의약 성분이다.,1.0,안과용제,인산
안과용제의 주요 성분,폴리소르베이트80(=트윈80)은(는) 안과용제 제제에서 사용되는 의약 성분이다.,1.0,안과용제,폴리소르베이트80(=트윈80)
안과용제의 주요 성분,황색203호은(는) 안과용제 제제에서 사용되는 의약 성분이다.,1.0,안과용제,황색203호
안과용제의 주요 성분,인산나트륨은(는) 안과용제 제제에서 사용되는 의약 성분이다.,1.0,안과용제,인산나트륨
안과용제의 주요 성분,히드록시에칠셀룰로오스은(는) 안과용제 제제에서 사용되는 의약 성분이다.,1.0,안과용제,히드록시에칠셀룰로오스
안과용제의 주요 성분,피레녹신은(는) 안과용제 제제에서 사용되는 의약 성분이다.,1.0,안과용제,피레녹신
안과용제의 주요 성분,백색바셀린은(는) 안과용제 제제에서 사용되는 의약 성분이다.,1.0,안과용제,백색바셀린
안과용제의 주요 성분,글리신은(는) 안과용제 제제에서 사용되는 의약 성분이다.,1.0,안과용제,글리신
안과용제의 주요 성분,시아노코발라민은(는) 안과용제 제제에서 사용되는 의약 성분이다.,1.0,안과용제,시아노코발라민
안과용제의 주요 성분,수산화나트륨(1N)은(는) 안과용제 제제에서 사용되는 의약 성분이다.,1.0,안과용제,수산화나트륨(1N)
안과용제의 주요 성분,폴리비닐알콜은(는) 안과용제 제제에서 사용되는 의약 성분이다.,1.0,안과용제,폴리비닐알콜
안과용제의 주요 성분,카르보머1342은(는) 안과용제 제제에서 사용되는 의약 성분이다.,1.0,안과용제,카르보머1342
안과용제의 주요 성분,엘-멘톨은(는) 안과용제 제제에서 사용되는 의약 성분이다.,1.0,안과용제,엘-멘톨
안과용제의 주요 성분,황산콘드로이틴나트륨은(는) 안과용제 제제에서 사용되는 의약 성분이다.,1.0,안과용제,황산콘드로이틴나트륨
안과용제의 주요 성분,히드록시에틸셀룰로오스은(는) 안과용제 제제에서 사용되는 의약 성분이다.,1.0,안과용제,히드록시에틸셀룰로오스
외피용약의 주요 성분,정제수은(는) 외피용약 제제에서 사용되는 의약 성분이다.,1.0,외피용약,정제수
외피용약의 주요 성분,트롤아민은(는) 외피용약 제제에서 사용되는 의약 성분이다.,1.0,외피용약,트롤아민
외피용약의 주요 성분,프로필렌글리콜은(는) 외피용약 제제에서 사용되는 의약 성분이다.,1.0,외피용약,프로필렌글리콜
외피용약의 주요 성분,이소프로필메틸페놀은(는) 외피용약 제제에서 사용되는 의약 성분이다.,1.0,외피용약,이소프로필메틸페놀
외피용약의 주요 성분,에탄올(95)은(는) 외피용약 제제에서 사용되는 의약 성분이다.,1.0,외피용약,에탄올(95)
장기제제의 주요 성분,마크로골6000은(는) 장기제제 제제에서 사용되는 의약 성분이다.,1.0,장기제제,마크로골6000
장기제제의 주요 성분,도데실황산나트륨은(는) 장기제제 제제에서 사용되는 의약 성분이다.,1.0,장기제제,도데실황산나트륨
장기제제의 주요 성분,이산화실리콘은(는) 장기제제 제제에서 사용되는 의약 성분이다.,1.0,장기제제,이산화실리콘
장기제제의 주요 성분,돼지비장가수분해분말(폴리펩타이드로 100mg)은(는) 장기제제 제제에서 사용되는 의약 성분이다.,1.0,장기제제,돼지비장가수분해분말(폴리펩타이드로 100mg)
장기제제의 주요 성분,스테아린산마그네슘은(는) 장기제제 제제에서 사용되는 의약 성분이다.,1.0,장기제제,스테아린산마그네슘
치질용제의 주요 성분,창출은(는) 치질용제 제제에서 사용되는 의약 성분이다.,1.0,치질용제,창출
치질용제의 주요 성분,페놀은(는) 치질용제 제제에서 사용되는 의약 성분이다.,1.0,치질용제,페놀
치질용제의 주요 성분,미리스트산이소프로필은(는) 치질용제 제제에서 사용되는 의약 성분이다.,1.0,치질용제,미리스트산이소프로필
치질용제의 주요 성분,히프로멜로오스2910은(는) 치질용제 제제에서 사용되는 의약 성분이다.,1.0,치질용제,히프로멜로오스2910
치질용제의 주요 성분,폴리에칠렌글리콜6000은(는) 치질용제 제제에서 사용되는 의약 성분이다.,1.0,치질용제,폴리에칠렌글리콜6000
치질용제의 주요 성분,폴리소르베이트80은(는) 치질용제 제제에서 사용되는 의약 성분이다.,1.0,치질용제,폴리소르베이트80
합성마약의 주요 성분,전분글리콜산나트륨은(는) 합성마약 제제에서 사용되는 의약 성분이다.,1.0,합성마약,전분글리콜산나트륨
합성마약의 주요 성분,염산 1N은(는) 합성마약 제제에서 사용되는 의약 성분이다.,1.0,합성마약,염산 1N
합성마약의 주요 성분,모르핀황산염수화물은(는) 합성마약 제제에서 사용되는 의약 성분이다.,1.0,합성마약,모르핀황산염수화물
합성마약의 주요 성분,"폴리에스테르필름 (Siliconized, 3mil)은(는) 합성마약 제제에서 사용되는 의약 성분이다.",1.0,합성마약,"폴리에스테르필름 (Siliconized, 3mil)"
합성마약의 주요 성분,듀로탁87-4098은(는) 합성마약 제제에서 사용되는 의약 성분이다.,1.0,합성마약,듀로탁87-4098
항결핵제의 주요 성분,카르나우바납은(는) 항결핵제 제제에서 사용되는 의약 성분이다.,1.0,항결핵제,카르나우바납
항결핵제의 주요 성분,황색 203호은(는) 항결핵제 제제에서 사용되는 의약 성분이다.,1.0,항결핵제,황색 203호
항결핵제의 주요 성분,스테아르산마그네슘은(는) 항결핵제 제제에서 사용되는 의약 성분이다.,1.0,항결핵제,스테아르산마그네슘
항결핵제의 주요 성분,라우릴황산나트륨은(는) 항결핵제 제제에서 사용되는 의약 성분이다.,1.0,항결핵제,라우릴황산나트륨
항결핵제의 주요 성분,콜로이드성이산화규소은(는) 항결핵제 제제에서 사용되는 의약 성분이다.,1.0,항결핵제,콜로이드성이산화규소
항원충제의 주요 성분,티니다졸은(는) 항원충제 제제에서 사용되는 의약 성분이다.,1.0,항원충제,티니다졸
항원충제의 주요 성분,저치환도히드록시프로필메칠셀룰로오스은(는) 항원충제 제제에서 사용되는 의약 성분이다.,1.0,항원충제,저치환도히드록시프로필메칠셀룰로오스
항원충제의 주요 성분,산화티탄은(는) 항원충제 제제에서 사용되는 의약 성분이다.,1.0,항원충제,산화티탄
항원충제의 주요 성분,황색 203호은(는) 항원충제 제제에서 사용되는 의약 성분이다.,1.0,항원충제,황색 203호
항원충제의 주요 성분,미결정셀룰로오스은(는) 항원충제 제제에서 사용되는 의약 성분이다.,1.0,항원충제,미결정셀룰로오스
항전간제의 주요 성분,프로필파라벤은(는) 항전간제 제제에서 사용되는 의약 성분이다.,1.0,항전간제,프로필파라벤
항전간제의 주요 성분,(상ㆍ하)백색경질캡슐은(는) 항전간제 제제에서 사용되는 의약 성분이다.,1.0,항전간제,(상ㆍ하)백색경질캡슐
항전간제의 주요 성분,푸마르산스테아릴나트륨은(는) 항전간제 제제에서 사용되는 의약 성분이다.,1.0,항전간제,푸마르산스테아릴나트륨
항전간제의 주요 성분,오파드라이 II 노란색(85F12347)은(는) 항전간제 제제에서 사용되는 의약 성분이다.,1.0,항전간제,오파드라이 II 노란색(85F12347)
